id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2943423,GN3,2018-04-01 21:00:00,5.9,9.4,11.6,,,
2943424,GR9,2018-04-01 21:00:00,2.7,8.6,13.7,,,
2943425,LW2,2018-04-01 21:00:00,6.1,8.6,13.6,,,
2943426,GN0,2018-04-01 21:00:00,4.3,5.8,9.6,,,
2943427,KF1,2018-04-01 21:00:00,4.1,5.4,,,,
2943428,CD9,2018-04-01 21:00:00,7.4,8.2,57.0,,,
2943429,CT3,2018-04-01 21:00:00,,11.0,13.5,,,
2943430,CT2,2018-04-01 21:00:00,6.0,,,,,
2943431,BX9,2018-04-01 21:00:00,6.2,,,,,
2943432,BX1,2018-04-01 21:00:00,,9.3,7.7,,,
2943433,TH4,2018-04-01 21:00:00,7.6,12.1,36.6,,,
2943434,ST5,2018-04-01 21:00:00,5.0,6.0,10.7,,,
2943435,RB7,2018-04-01 21:00:00,8.0,13.6,14.0,,,
2943436,TD5,2018-04-01 21:00:00,5.6,,,,,
2943474,CD1,2018-04-01 22:00:00,9.4,10.6,44.7,,,
2943475,BL0,2018-04-01 22:00:00,3.8,7.7,26.6,,,
2943476,GR4,2018-04-01 22:00:00,2.1,12.1,-1.6,,,
2943477,MY7,2018-04-01 22:00:00,10.3,14.4,,,,
2943478,HV1,2018-04-01 22:00:00,0.6,3.5,20.4,,,
2943479,GN3,2018-04-01 22:00:00,6.6,9.7,11.6,,,
2943480,GR9,2018-04-01 22:00:00,3.8,8.6,17.1,,,
2943481,LW2,2018-04-01 22:00:00,4.4,12.0,17.4,,,
2943482,GN0,2018-04-01 22:00:00,6.1,16.1,12.2,,,
2943483,KF1,2018-04-01 22:00:00,5.4,7.5,,,,
2943484,CD9,2018-04-01 22:00:00,4.6,6.7,73.3,,,
2943485,CT3,2018-04-01 22:00:00,,17.2,17.1,,,
2943486,CT2,2018-04-01 22:00:00,8.0,,,,,
2943487,BX9,2018-04-01 22:00:00,6.6,,,,,
2943488,BX1,2018-04-01 22:00:00,,11.4,9.2,,,
2943489,TH4,2018-04-01 22:00:00,6.9,16.7,38.0,,,
2943490,ST5,2018-04-01 22:00:00,6.0,10.0,11.4,,,
2943491,RB7,2018-04-01 22:00:00,16.0,11.2,13.8,,,
2943492,TD5,2018-04-01 22:00:00,8.5,,,,,
2943530,CD1,2018-04-01 23:00:00,9.6,12.3,46.2,,,
2943531,BL0,2018-04-01 23:00:00,1.8,9.3,29.3,,,
2943532,GR4,2018-04-01 23:00:00,9.5,4.6,-0.7,,,
2943533,MY7,2018-04-01 23:00:00,8.3,18.5,,,,
2943534,HV1,2018-04-01 23:00:00,3.9,6.8,27.2,,,
2943535,GN3,2018-04-01 23:00:00,6.5,9.7,13.7,,,
2943536,GR9,2018-04-01 23:00:00,2.8,9.1,17.3,,,
2943537,LW2,2018-04-01 23:00:00,6.6,11.4,22.6,,,
2943538,GN0,2018-04-01 23:00:00,6.9,13.4,13.7,,,
2943539,KF1,2018-04-01 23:00:00,5.3,7.8,,,,
2943540,CD9,2018-04-01 23:00:00,6.3,8.9,80.8,,,
2943541,CT3,2018-04-01 23:00:00,,16.8,19.5,,,
2943542,CT2,2018-04-01 23:00:00,5.0,,,,,
2943543,BX9,2018-04-01 23:00:00,7.2,,,,,
2943544,BX1,2018-04-01 23:00:00,,11.4,10.6,,,
2943545,TH4,2018-04-01 23:00:00,6.6,14.0,42.5,,,
2943546,ST5,2018-04-01 23:00:00,4.0,13.0,9.1,,,
2943547,RB7,2018-04-01 23:00:00,12.0,16.2,22.2,,,
2943548,TD5,2018-04-01 23:00:00,8.8,,,,,
2943550,CD1,2018-04-02 00:00:00,7.7,11.8,47.2,,,
2943551,BL0,2018-04-02 00:00:00,6.2,10.9,25.8,,,
2943552,GR4,2018-04-02 00:00:00,2.7,11.3,0.5,,,
2943553,MY7,2018-04-02 00:00:00,27.1,16.5,,,,
2943554,HV1,2018-04-02 00:00:00,9.5,12.3,25.7,,,
2943555,GN3,2018-04-02 00:00:00,5.6,10.2,14.8,,,
2943556,GR9,2018-04-02 00:00:00,2.9,10.4,14.9,,,
2943557,LW2,2018-04-02 00:00:00,3.9,12.9,19.8,,,
2943558,GN0,2018-04-02 00:00:00,5.1,14.8,12.5,,,
2943559,KF1,2018-04-02 00:00:00,5.2,7.8,,,,
2943560,CD9,2018-04-02 00:00:00,11.3,13.8,81.0,,,
2943561,CT3,2018-04-02 00:00:00,,14.2,17.3,,,
2943562,CT2,2018-04-02 00:00:00,6.0,,,,,
2943563,BX9,2018-04-02 00:00:00,7.7,,,,,
2943564,BX1,2018-04-02 00:00:00,,13.5,11.3,,,
2943565,TH4,2018-04-02 00:00:00,7.4,19.6,48.1,,,
2943566,ST5,2018-04-02 00:00:00,3.0,11.0,13.0,,,
2943567,RB7,2018-04-02 00:00:00,12.0,14.8,22.5,,,
2943568,TD5,2018-04-02 00:00:00,6.8,,,,,
2943606,CD1,2018-04-02 01:00:00,8.3,13.3,43.9,,,
2943607,BL0,2018-04-02 01:00:00,5.9,11.0,31.6,,,
2943608,GR4,2018-04-02 01:00:00,4.6,10.8,0.1,,,
2943609,MY7,2018-04-02 01:00:00,9.5,19.0,,,,
2943610,HV1,2018-04-02 01:00:00,7.3,12.3,27.8,,,
2943611,GN3,2018-04-02 01:00:00,6.4,11.9,17.4,,,
2943612,GR9,2018-04-02 01:00:00,4.4,12.2,19.6,,,
2943613,LW2,2018-04-02 01:00:00,3.4,14.7,23.5,,,
2943614,GN0,2018-04-02 01:00:00,6.2,8.9,14.3,,,
2943615,KF1,2018-04-02 01:00:00,5.0,7.6,,,,
2943616,CD9,2018-04-02 01:00:00,10.0,14.2,87.1,,,
2943617,CT3,2018-04-02 01:00:00,,17.0,19.4,,,
2943618,CT2,2018-04-02 01:00:00,6.0,,,,,
2943619,BX9,2018-04-02 01:00:00,5.3,,,,,
2943620,BX1,2018-04-02 01:00:00,,13.3,10.9,,,
2943621,TH4,2018-04-02 01:00:00,6.5,17.4,43.9,,,
2943622,ST5,2018-04-02 01:00:00,5.0,10.0,12.8,,,
2943623,RB7,2018-04-02 01:00:00,11.0,14.4,20.6,,,
2943624,TD5,2018-04-02 01:00:00,5.1,,,,,
2943662,CD1,2018-04-02 02:00:00,8.9,11.4,36.5,,,
2943663,BL0,2018-04-02 02:00:00,4.7,10.5,26.6,,,
2943664,GR4,2018-04-02 02:00:00,5.3,10.1,-1.1,,,
2943665,MY7,2018-04-02 02:00:00,15.5,18.4,,,,
2943666,HV1,2018-04-02 02:00:00,4.7,8.7,23.9,,,
2943667,GN3,2018-04-02 02:00:00,5.1,8.0,16.3,,,
2943668,GR9,2018-04-02 02:00:00,2.7,9.8,18.4,,,
2943669,LW2,2018-04-02 02:00:00,9.6,15.9,19.8,,,
2943670,GN0,2018-04-02 02:00:00,4.9,7.9,14.2,,,
2943671,KF1,2018-04-02 02:00:00,4.7,7.3,,,,
2943672,CD9,2018-04-02 02:00:00,12.9,16.6,95.5,,,
2943673,CT3,2018-04-02 02:00:00,,12.6,16.7,,,
2943674,CT2,2018-04-02 02:00:00,4.0,,,,,
2943675,BX9,2018-04-02 02:00:00,7.7,,,,,
2943676,BX1,2018-04-02 02:00:00,,11.9,8.5,,,
2943677,TH4,2018-04-02 02:00:00,8.9,16.4,44.2,,,
2943678,ST5,2018-04-02 02:00:00,5.0,10.0,27.7,,,
2943679,RB7,2018-04-02 02:00:00,12.0,5.4,20.8,,,
2943680,TD5,2018-04-02 02:00:00,3.9,,,,,
2943718,CD1,2018-04-02 03:00:00,10.6,10.0,51.5,,,
2943719,BL0,2018-04-02 03:00:00,6.8,10.5,29.1,,,
2943720,GR4,2018-04-02 03:00:00,5.2,9.7,0.1,,,
2943721,MY7,2018-04-02 03:00:00,11.9,16.8,,,,
2943722,HV1,2018-04-02 03:00:00,6.3,10.2,26.4,,,
2943723,GN3,2018-04-02 03:00:00,4.2,8.9,12.6,,,
2943724,GR9,2018-04-02 03:00:00,6.9,10.7,20.8,,,
2943725,LW2,2018-04-02 03:00:00,8.7,9.4,20.3,,,
2943726,GN0,2018-04-02 03:00:00,9.7,11.1,13.4,,,
2943727,KF1,2018-04-02 03:00:00,4.6,7.2,,,,
2943728,CD9,2018-04-02 03:00:00,11.4,14.3,102.9,,,
2943729,CT3,2018-04-02 03:00:00,,19.6,16.4,,,
2943730,CT2,2018-04-02 03:00:00,3.0,,,,,
2943731,BX9,2018-04-02 03:00:00,7.0,,,,,
2943732,BX1,2018-04-02 03:00:00,,12.7,8.9,,,
2943733,TH4,2018-04-02 03:00:00,8.5,16.6,44.5,,,
2943734,ST5,2018-04-02 03:00:00,6.0,10.0,17.5,,,
2943735,RB7,2018-04-02 03:00:00,12.0,13.8,17.7,,,
2943736,TD5,2018-04-02 03:00:00,6.4,,,,,
2943774,CD1,2018-04-02 04:00:00,11.4,15.4,57.2,,,
2943775,BL0,2018-04-02 04:00:00,7.7,11.6,35.6,,,
2943776,GR4,2018-04-02 04:00:00,5.0,11.8,0.4,,,
2943777,MY7,2018-04-02 04:00:00,10.5,19.9,,,,
2943778,HV1,2018-04-02 04:00:00,5.4,8.8,29.9,,,
2943779,GN3,2018-04-02 04:00:00,10.3,14.0,22.6,,,
2943780,GR9,2018-04-02 04:00:00,4.3,10.5,22.7,,,
2943781,LW2,2018-04-02 04:00:00,8.8,17.5,22.1,,,
2943782,GN0,2018-04-02 04:00:00,3.2,5.7,12.6,,,
2943783,KF1,2018-04-02 04:00:00,5.1,6.9,,,,
2943784,CD9,2018-04-02 04:00:00,8.4,12.1,91.1,,,
2943785,CT3,2018-04-02 04:00:00,,18.6,21.2,,,
2943786,CT2,2018-04-02 04:00:00,8.0,,,,,
2943787,BX9,2018-04-02 04:00:00,11.1,,,,,
2943788,BX1,2018-04-02 04:00:00,,13.8,10.1,,,
2943789,TH4,2018-04-02 04:00:00,6.8,15.3,40.7,,,
2943790,ST5,2018-04-02 04:00:00,8.0,10.0,16.3,,,
2943791,RB7,2018-04-02 04:00:00,12.0,10.8,21.6,,,
2943792,TD5,2018-04-02 04:00:00,6.2,,,,,
2943830,CD1,2018-04-02 05:00:00,10.1,12.9,52.8,,,
2943831,BL0,2018-04-02 05:00:00,1.4,10.3,29.6,,,
2943832,GR4,2018-04-02 05:00:00,5.2,7.9,-1.5,,,
2943833,MY7,2018-04-02 05:00:00,15.0,17.1,,,,
2943834,HV1,2018-04-02 05:00:00,8.5,12.4,23.5,,,
2943835,GN3,2018-04-02 05:00:00,6.5,9.4,14.8,,,
2943836,GR9,2018-04-02 05:00:00,6.4,10.5,18.4,,,
2943837,LW2,2018-04-02 05:00:00,14.0,13.0,20.2,,,
2943838,GN0,2018-04-02 05:00:00,3.0,9.0,13.0,,,
2943839,KF1,2018-04-02 05:00:00,5.2,7.1,,,,
2943840,CD9,2018-04-02 05:00:00,7.9,11.5,103.8,,,
2943841,CT3,2018-04-02 05:00:00,,16.2,17.4,,,
2943842,CT2,2018-04-02 05:00:00,10.0,,,,,
2943843,BX9,2018-04-02 05:00:00,8.6,,,,,
2943844,BX1,2018-04-02 05:00:00,,11.3,8.8,,,
2943845,TH4,2018-04-02 05:00:00,8.1,16.6,39.2,,,
2943846,ST5,2018-04-02 05:00:00,8.0,8.0,17.6,,,
2943847,RB7,2018-04-02 05:00:00,12.0,13.4,19.0,,,
2943848,TD5,2018-04-02 05:00:00,6.5,,,,,
2943886,CD1,2018-04-02 06:00:00,8.2,14.0,46.7,,,
2943887,BL0,2018-04-02 06:00:00,5.8,10.6,34.6,,,
2943888,GR4,2018-04-02 06:00:00,6.7,9.2,1.4,,,
2943889,MY7,2018-04-02 06:00:00,20.2,18.2,,,,
2943890,HV1,2018-04-02 06:00:00,9.2,10.9,25.6,,,
2943891,GN3,2018-04-02 06:00:00,8.6,9.8,17.9,,,
2943892,GR9,2018-04-02 06:00:00,6.4,13.0,20.8,,,
2943893,LW2,2018-04-02 06:00:00,12.4,16.5,23.1,,,
2943894,GN0,2018-04-02 06:00:00,7.3,13.5,16.8,,,
2943895,KF1,2018-04-02 06:00:00,5.3,7.7,,,,
2943896,CD9,2018-04-02 06:00:00,18.3,19.9,113.6,,,
2943897,CT3,2018-04-02 06:00:00,,19.2,25.1,,,
2943898,CT2,2018-04-02 06:00:00,8.0,,,,,
2943899,BX9,2018-04-02 06:00:00,6.0,,,,,
2943900,BX1,2018-04-02 06:00:00,,11.6,13.1,,,
2943901,TH4,2018-04-02 06:00:00,9.4,17.2,53.1,,,
2943902,ST5,2018-04-02 06:00:00,8.0,9.0,16.6,,,
2943903,RB7,2018-04-02 06:00:00,10.0,41.6,25.7,,,
2943904,TD5,2018-04-02 06:00:00,9.1,,,,,
2943942,CD1,2018-04-02 07:00:00,11.4,14.5,44.8,,,
2943943,BL0,2018-04-02 07:00:00,10.0,11.4,29.8,,,
2943944,GR4,2018-04-02 07:00:00,4.9,9.2,2.1,,,
2943945,MY7,2018-04-02 07:00:00,12.3,21.5,,,,
2943946,HV1,2018-04-02 07:00:00,4.1,5.9,25.9,,,
2943947,GN3,2018-04-02 07:00:00,7.1,9.0,15.5,,,
2943948,GR9,2018-04-02 07:00:00,5.0,10.8,20.1,,,
2943949,LW2,2018-04-02 07:00:00,8.6,14.1,22.1,,,
2943950,GN0,2018-04-02 07:00:00,4.1,9.1,15.9,,,
2943951,KF1,2018-04-02 07:00:00,6.2,9.3,,,,
2943952,CD9,2018-04-02 07:00:00,14.2,18.0,96.6,,,
2943953,CT3,2018-04-02 07:00:00,,19.6,20.5,,,
2943954,CT2,2018-04-02 07:00:00,8.0,,,,,
2943955,BX9,2018-04-02 07:00:00,7.5,,,,,
2943956,BX1,2018-04-02 07:00:00,,11.3,13.8,,,
2943957,TH4,2018-04-02 07:00:00,7.9,16.4,45.5,,,
2943958,ST5,2018-04-02 07:00:00,9.0,12.0,30.4,,,
2943959,RB7,2018-04-02 07:00:00,10.0,13.0,23.9,,,
2943960,TD5,2018-04-02 07:00:00,9.3,,,,,
2943998,CD1,2018-04-02 08:00:00,10.4,13.7,44.5,,,
2943999,BL0,2018-04-02 08:00:00,12.6,14.2,32.3,,,
2944000,GR4,2018-04-02 08:00:00,6.1,8.4,2.2,,,
2944001,MY7,2018-04-02 08:00:00,16.2,22.5,,,,
2944002,HV1,2018-04-02 08:00:00,6.7,8.0,35.4,,,
2944003,GN3,2018-04-02 08:00:00,8.1,11.2,17.9,,,
2944004,GR9,2018-04-02 08:00:00,4.9,13.0,29.7,,,
2944005,LW2,2018-04-02 08:00:00,9.1,13.6,24.5,,,
2944006,GN0,2018-04-02 08:00:00,7.8,13.8,17.0,,,
2944007,KF1,2018-04-02 08:00:00,6.7,9.3,,,,
2944008,CD9,2018-04-02 08:00:00,14.8,17.7,104.5,,,
2944009,CT3,2018-04-02 08:00:00,,16.2,22.3,,,
2944010,CT2,2018-04-02 08:00:00,7.0,,,,,
2944011,BX9,2018-04-02 08:00:00,8.5,,,,,
2944012,BX1,2018-04-02 08:00:00,,11.5,11.1,,,
2944013,TH4,2018-04-02 08:00:00,6.5,15.7,51.8,,,
2944014,ST5,2018-04-02 08:00:00,12.0,15.0,47.0,,,
2944015,RB7,2018-04-02 08:00:00,13.0,17.4,27.3,,,
2944016,TD5,2018-04-02 08:00:00,8.0,,,,,
2944054,CD1,2018-04-02 09:00:00,10.6,14.1,48.8,,,
2944055,BL0,2018-04-02 09:00:00,8.9,11.1,32.7,,,
2944056,GR4,2018-04-02 09:00:00,6.3,9.6,3.6,,,
2944057,MY7,2018-04-02 09:00:00,18.0,21.3,,,,
2944058,HV1,2018-04-02 09:00:00,9.3,12.6,27.6,,,
2944059,GN3,2018-04-02 09:00:00,4.5,9.1,21.1,,,
2944060,GR9,2018-04-02 09:00:00,6.3,13.0,23.5,,,
2944061,LW2,2018-04-02 09:00:00,9.6,14.0,29.2,,,
2944062,GN0,2018-04-02 09:00:00,9.0,13.9,18.5,,,
2944063,KF1,2018-04-02 09:00:00,5.9,7.7,,,,
2944064,CD9,2018-04-02 09:00:00,13.2,14.6,106.9,,,
2944065,CT3,2018-04-02 09:00:00,,19.8,23.1,,,
2944066,CT2,2018-04-02 09:00:00,7.0,,,,,
2944067,BX9,2018-04-02 09:00:00,8.8,,,,,
2944068,BX1,2018-04-02 09:00:00,,11.7,15.4,,,
2944069,TH4,2018-04-02 09:00:00,7.6,16.0,54.8,,,
2944070,ST5,2018-04-02 09:00:00,10.0,13.0,25.7,,,
2944071,RB7,2018-04-02 09:00:00,12.0,14.8,30.9,,,
2944072,TD5,2018-04-02 09:00:00,7.0,,,,,
2944110,CD1,2018-04-02 10:00:00,12.4,15.1,51.3,,,
2944111,BL0,2018-04-02 10:00:00,11.2,14.7,36.9,,,
2944112,GR4,2018-04-02 10:00:00,7.6,10.0,4.7,,,
2944113,MY7,2018-04-02 10:00:00,21.7,24.6,,,,
2944114,HV1,2018-04-02 10:00:00,7.8,9.8,29.7,,,
2944115,GN3,2018-04-02 10:00:00,9.0,11.5,21.7,,,
2944116,GR9,2018-04-02 10:00:00,5.8,9.2,32.2,,,
2944117,LW2,2018-04-02 10:00:00,9.7,15.2,29.2,,,
2944118,GN0,2018-04-02 10:00:00,7.5,12.7,20.1,,,
2944119,KF1,2018-04-02 10:00:00,7.0,9.1,,,,
2944120,CD9,2018-04-02 10:00:00,15.2,18.7,115.7,,,
2944121,CT3,2018-04-02 10:00:00,,16.4,29.9,,,
2944122,CT2,2018-04-02 10:00:00,11.0,,,,,
2944123,BX9,2018-04-02 10:00:00,10.6,,,,,
2944124,BX1,2018-04-02 10:00:00,,11.6,14.6,,,
2944125,TH4,2018-04-02 10:00:00,11.6,19.2,59.1,,,
2944126,ST5,2018-04-02 10:00:00,7.0,17.0,31.8,,,
2944127,RB7,2018-04-02 10:00:00,18.0,12.4,38.7,,,
2944128,TD5,2018-04-02 10:00:00,9.6,,,,,
2944166,CD1,2018-04-02 11:00:00,11.2,17.6,53.8,,,
2944167,BL0,2018-04-02 11:00:00,9.8,16.9,41.1,,,
2944168,GR4,2018-04-02 11:00:00,5.0,7.2,4.1,,,
2944169,MY7,2018-04-02 11:00:00,16.9,25.5,,,,
2944170,HV1,2018-04-02 11:00:00,10.7,12.2,32.5,,,
2944171,GN3,2018-04-02 11:00:00,7.1,7.4,22.2,,,
2944172,GR9,2018-04-02 11:00:00,7.5,10.1,29.0,,,
2944173,LW2,2018-04-02 11:00:00,13.0,17.9,31.0,,,
2944174,GN0,2018-04-02 11:00:00,4.7,10.6,22.1,,,
2944175,KF1,2018-04-02 11:00:00,8.1,11.0,,,,
2944176,CD9,2018-04-02 11:00:00,16.6,21.8,116.1,,,
2944177,CT3,2018-04-02 11:00:00,,24.6,30.4,,,
2944178,CT2,2018-04-02 11:00:00,17.0,,,,,
2944179,BX9,2018-04-02 11:00:00,8.6,,,,,
2944180,BX1,2018-04-02 11:00:00,,7.2,18.4,,,
2944181,TH4,2018-04-02 11:00:00,9.6,17.7,57.9,,,
2944182,ST5,2018-04-02 11:00:00,7.0,18.0,25.7,,,
2944183,RB7,2018-04-02 11:00:00,13.0,16.2,39.1,,,
2944184,TD5,2018-04-02 11:00:00,11.9,,,,,
2944222,CD1,2018-04-02 12:00:00,13.3,15.4,47.3,,,
2944223,BL0,2018-04-02 12:00:00,10.3,13.4,35.6,,,
2944224,GR4,2018-04-02 12:00:00,6.4,4.3,3.3,,,
2944225,MY7,2018-04-02 12:00:00,19.0,22.0,,,,
2944226,HV1,2018-04-02 12:00:00,7.0,7.3,28.6,,,
2944227,GN3,2018-04-02 12:00:00,5.6,6.1,20.6,,,
2944228,GR9,2018-04-02 12:00:00,5.2,8.6,24.5,,,
2944229,LW2,2018-04-02 12:00:00,7.2,11.7,24.5,,,
2944230,GN0,2018-04-02 12:00:00,7.2,8.4,18.3,,,
2944231,KF1,2018-04-02 12:00:00,8.0,10.1,,,,
2944232,CD9,2018-04-02 12:00:00,17.8,21.5,97.1,,,
2944233,CT3,2018-04-02 12:00:00,,13.2,25.9,,,
2944234,CT2,2018-04-02 12:00:00,10.0,,,,,
2944235,BX9,2018-04-02 12:00:00,4.6,,,,,
2944236,BX1,2018-04-02 12:00:00,,7.2,12.9,,,
2944237,TH4,2018-04-02 12:00:00,8.8,17.1,61.4,,,
2944238,ST5,2018-04-02 12:00:00,7.0,8.0,19.0,,,
2944239,RB7,2018-04-02 12:00:00,17.0,18.6,37.7,,,
2944240,TD5,2018-04-02 12:00:00,9.6,,,,,
2944278,CD1,2018-04-02 13:00:00,8.5,9.2,35.3,,,
2944279,BL0,2018-04-02 13:00:00,9.4,8.6,26.4,,,
2944280,GR4,2018-04-02 13:00:00,4.5,6.0,0.7,,,
2944281,MY7,2018-04-02 13:00:00,10.6,17.7,,,,
2944282,HV1,2018-04-02 13:00:00,1.5,1.9,19.4,,,
2944283,GN3,2018-04-02 13:00:00,4.6,7.7,16.3,,,
2944284,GR9,2018-04-02 13:00:00,4.9,9.1,23.3,,,
2944285,LW2,2018-04-02 13:00:00,6.9,8.5,14.1,,,
2944286,GN0,2018-04-02 13:00:00,6.2,10.7,16.6,,,
2944287,KF1,2018-04-02 13:00:00,5.3,6.6,,,,
2944288,CD9,2018-04-02 13:00:00,10.6,15.5,86.2,,,
2944289,CT3,2018-04-02 13:00:00,,14.0,16.5,,,
2944290,CT2,2018-04-02 13:00:00,7.0,,,,,
2944291,BX9,2018-04-02 13:00:00,5.6,,,,,
2944292,BX1,2018-04-02 13:00:00,,7.9,6.9,,,
2944293,TH4,2018-04-02 13:00:00,9.4,13.9,48.0,,,
2944294,ST5,2018-04-02 13:00:00,8.0,12.0,15.8,,,
2944295,RB7,2018-04-02 13:00:00,8.0,9.2,31.7,,,
2944296,TD5,2018-04-02 13:00:00,4.2,,,,,
2944334,CD1,2018-04-02 14:00:00,8.2,10.0,27.9,,,
2944335,BL0,2018-04-02 14:00:00,5.8,7.9,21.0,,,
2944336,GR4,2018-04-02 14:00:00,1.3,6.4,-1.9,,,
2944337,MY7,2018-04-02 14:00:00,8.2,16.4,,,,
2944338,HV1,2018-04-02 14:00:00,3.8,5.3,17.9,,,
2944339,GN3,2018-04-02 14:00:00,4.4,7.9,10.6,,,
2944340,GR9,2018-04-02 14:00:00,5.2,10.0,19.5,,,
2944341,LW2,2018-04-02 14:00:00,6.6,7.4,12.7,,,
2944342,GN0,2018-04-02 14:00:00,8.0,8.2,13.4,,,
2944343,KF1,2018-04-02 14:00:00,5.2,6.9,,,,
2944344,CD9,2018-04-02 14:00:00,9.3,13.4,59.5,,,
2944345,CT3,2018-04-02 14:00:00,,21.2,10.7,,,
2944346,CT2,2018-04-02 14:00:00,9.0,,,,,
2944347,BX9,2018-04-02 14:00:00,5.3,,,,,
2944348,BX1,2018-04-02 14:00:00,,6.2,4.3,,,
2944349,TH4,2018-04-02 14:00:00,8.8,14.7,40.2,,,
2944350,ST5,2018-04-02 14:00:00,9.0,11.0,28.8,,,
2944351,RB7,2018-04-02 14:00:00,15.0,9.6,20.1,,,
2944352,TD5,2018-04-02 14:00:00,6.4,,,,,
2944390,CD1,2018-04-02 15:00:00,7.3,6.1,23.2,,,
2944391,BL0,2018-04-02 15:00:00,5.1,8.4,18.0,,,
2944392,GR4,2018-04-02 15:00:00,4.7,3.3,-3.0,,,
2944393,MY7,2018-04-02 15:00:00,8.0,14.6,,,,
2944394,HV1,2018-04-02 15:00:00,2.9,5.4,17.8,,,
2944395,GN3,2018-04-02 15:00:00,5.7,5.2,9.0,,,
2944396,GR9,2018-04-02 15:00:00,4.3,6.1,15.6,,,
2944397,LW2,2018-04-02 15:00:00,6.6,5.6,11.3,,,
2944398,GN0,2018-04-02 15:00:00,5.3,7.0,10.4,,,
2944399,KF1,2018-04-02 15:00:00,4.1,5.4,,,,
2944400,CD9,2018-04-02 15:00:00,8.2,9.9,55.0,,,
2944401,CT3,2018-04-02 15:00:00,,9.2,8.4,,,
2944402,CT2,2018-04-02 15:00:00,7.0,,,,,
2944403,BX9,2018-04-02 15:00:00,4.6,,,,,
2944404,BX1,2018-04-02 15:00:00,,8.0,2.6,,,
2944405,TH4,2018-04-02 15:00:00,5.9,10.4,36.6,,,
2944406,ST5,2018-04-02 15:00:00,7.0,9.0,40.3,,,
2944407,RB7,2018-04-02 15:00:00,13.0,11.6,14.0,,,
2944408,TD5,2018-04-02 15:00:00,2.2,,,,,
2944410,CD1,2018-04-02 16:00:00,6.2,6.7,12.9,,,
2944411,BL0,2018-04-02 16:00:00,4.5,8.3,15.3,,,
2944412,GR4,2018-04-02 16:00:00,2.8,10.4,-3.6,,,
2944413,MY7,2018-04-02 16:00:00,4.9,10.5,,,,
2944414,HV1,2018-04-02 16:00:00,1.3,3.5,17.9,,,
2944415,GN3,2018-04-02 16:00:00,6.1,7.4,6.3,,,
2944416,GR9,2018-04-02 16:00:00,4.8,8.9,10.5,,,
2944417,LW2,2018-04-02 16:00:00,7.6,8.0,10.0,,,
2944418,GN0,2018-04-02 16:00:00,6.4,10.5,7.8,,,
2944419,KF1,2018-04-02 16:00:00,3.9,5.8,,,,
2944420,CD9,2018-04-02 16:00:00,6.9,8.2,35.3,,,
2944421,CT3,2018-04-02 16:00:00,,9.4,7.3,,,
2944422,CT2,2018-04-02 16:00:00,9.0,,,,,
2944423,BX9,2018-04-02 16:00:00,8.1,,,,,
2944424,BX1,2018-04-02 16:00:00,,10.3,2.5,,,
2944425,TH4,2018-04-02 16:00:00,8.2,11.4,29.9,,,
2944426,ST5,2018-04-02 16:00:00,5.0,11.0,27.9,,,
2944427,RB7,2018-04-02 16:00:00,10.0,11.0,11.7,,,
2944428,TD5,2018-04-02 16:00:00,4.0,,,,,
2944501,CD1,2018-04-02 17:00:00,5.9,7.9,8.5,,,
2944502,BL0,2018-04-02 17:00:00,3.4,7.2,10.5,,,
2944503,GR4,2018-04-02 17:00:00,4.5,8.1,-1.0,,,
2944504,MY7,2018-04-02 17:00:00,10.8,12.3,,,,
2944505,HV1,2018-04-02 17:00:00,4.9,7.1,11.1,,,
2944506,GN3,2018-04-02 17:00:00,6.9,10.0,4.2,,,
2944507,GR9,2018-04-02 17:00:00,5.8,9.4,8.9,,,
2944508,LW2,2018-04-02 17:00:00,6.8,7.5,6.9,,,
2944509,GN0,2018-04-02 17:00:00,2.8,9.7,6.7,,,
2944510,KF1,2018-04-02 17:00:00,3.8,5.7,,,,
2944511,CD9,2018-04-02 17:00:00,7.6,7.9,32.0,,,
2944512,CT3,2018-04-02 17:00:00,,18.0,4.2,,,
2944513,CT2,2018-04-02 17:00:00,5.0,,,,,
2944514,BX9,2018-04-02 17:00:00,6.6,,,,,
2944515,BX1,2018-04-02 17:00:00,,11.2,1.7,,,
2944516,TH4,2018-04-02 17:00:00,5.5,13.1,22.9,,,
2944517,ST5,2018-04-02 17:00:00,13.0,10.0,28.9,,,
2944518,RB7,2018-04-02 17:00:00,13.0,13.4,7.7,,,
2944519,TD5,2018-04-02 17:00:00,5.7,,,,,
2944557,CD1,2018-04-02 18:00:00,5.6,6.6,7.8,,,
2944558,BL0,2018-04-02 18:00:00,3.3,7.8,16.3,,,
2944559,GR4,2018-04-02 18:00:00,6.4,6.8,-4.3,,,
2944560,MY7,2018-04-02 18:00:00,7.8,12.4,,,,
2944561,HV1,2018-04-02 18:00:00,4.2,7.4,20.0,,,
2944562,GN3,2018-04-02 18:00:00,2.9,7.1,4.2,,,
2944563,GR9,2018-04-02 18:00:00,1.9,8.9,6.9,,,
2944564,LW2,2018-04-02 18:00:00,7.4,7.8,6.1,,,
2944565,GN0,2018-04-02 18:00:00,3.7,6.9,6.0,,,
2944566,KF1,2018-04-02 18:00:00,3.8,5.6,,,,
