Station_ID,MeasurementDateGMT,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),,
LH0,2017/1/21 9:00,23.7,34.4,74.6,,
LH0,2017/1/21 10:00,25,37.2,74.6,,
LH0,2017/1/21 11:00,22.4,34.5,67.3,,
LH0,2017/1/21 12:00,19,32,51.5,,
LH0,2017/1/21 13:00,19.7,33.2,51.2,,
LH0,2017/1/21 14:00,18.6,31.2,49.8,,
LH0,2017/1/21 15:00,18.4,30.6,61.4,,
LH0,2017/1/21 16:00,21.3,32,61.1,,
LH0,2017/1/21 17:00,27.8,40.3,84,,
LH0,2017/1/21 18:00,36,50.9,82.7,,
LH0,2017/1/21 19:00,38.4,45.4,73,,
LH0,2017/1/21 20:00,43.5,50.7,76.8,,
LH0,2017/1/21 21:00,44.9,52.5,80.9,,
LH0,2017/1/21 22:00,49.4,55.8,74.5,,
LH0,2017/1/21 23:00,50.2,56.5,73.2,,
LH0,2017/1/22 0:00,53.3,59.3,68.4,,
LH0,2017/1/22 1:00,54,60,69.6,,
LH0,2017/1/22 2:00,50,55.5,68.4,,
LH0,2017/1/22 3:00,47.3,52.3,66.7,,
LH0,2017/1/22 4:00,48.7,54.8,67.7,,
LH0,2017/1/22 5:00,50.6,57.1,63.5,,
LH0,2017/1/22 6:00,50.9,57,69.7,,
LH0,2017/1/22 7:00,50.8,57.6,75.5,,
LH0,2017/1/22 8:00,51.1,57.8,92.7,,
LH0,2017/1/22 9:00,56.9,64.7,100.3,,
LH0,2017/1/22 10:00,60.8,71.3,98.1,,
LH0,2017/1/22 11:00,66.7,78.1,118.4,,
LH0,2017/1/22 12:00,51.5,58.1,75.9,,
LH0,2017/1/22 13:00,46.6,52.6,63,,
LH0,2017/1/22 14:00,46.2,52.6,59.7,,
LH0,2017/1/22 15:00,47.9,54.8,62.8,,
LH0,2017/1/22 16:00,52.4,66.2,76,,
LH0,2017/1/22 17:00,61.3,83.3,114,,
LH0,2017/1/22 18:00,68.1,80.8,126.8,,
LH0,2017/1/22 19:00,67.7,78.3,141.2,,
LH0,2017/1/22 20:00,72.4,82.8,166.7,,
LH0,2017/1/22 21:00,80.4,89.7,152.6,,
LH0,2017/1/22 22:00,80.4,90.5,132.7,,
LH0,2017/1/22 23:00,81.5,90,117.3,,
LH0,2017/1/23 0:00,84.7,92.5,97.1,,
LH0,2017/1/23 1:00,85.6,93.4,86.4,,
LH0,2017/1/23 2:00,86.5,94,86.9,,
LH0,2017/1/23 3:00,81.7,88.9,78.1,,
LH0,2017/1/23 4:00,80.6,86.6,75,,
LH0,2017/1/23 5:00,77.1,82.8,73.1,,
LH0,2017/1/23 6:00,69.3,74.3,70.1,,
LH0,2017/1/23 7:00,64.2,69.1,82.2,,
LH0,2017/1/23 8:00,62.4,67.4,76.8,,
LH0,2017/1/23 9:00,66.2,73,69.1,,
LH0,2017/1/23 10:00,62.6,69,59,,
LH0,2017/1/23 11:00,65.7,73.7,63.7,,
LH0,2017/1/23 12:00,62.8,70,65.1,,
LH0,2017/1/23 13:00,62.9,72.8,68.3,,
LH0,2017/1/23 14:00,78.9,90.8,101.4,,
LH0,2017/1/23 15:00,79.4,91.2,91.2,,
LH0,2017/1/23 16:00,81.1,93.9,93.8,,
LH0,2017/1/23 17:00,77.9,89,87.9,,
LH0,2017/1/23 18:00,78.3,88.7,92.5,,
LH0,2017/1/23 19:00,85.1,99.1,106.3,,
LH0,2017/1/23 20:00,88,100.1,113.3,,
LH0,2017/1/23 21:00,90.4,101.1,118.3,,
LH0,2017/1/23 22:00,86.8,97.9,102.6,,
LH0,2017/1/23 23:00,88.1,100.3,102.5,,
LH0,2017/1/24 0:00,83.5,97.1,88.6,,
LH0,2017/1/24 1:00,80.2,89.1,83.1,,
LH0,2017/1/24 2:00,63.5,69.5,76.1,,
LH0,2017/1/24 3:00,45.5,49.1,67.4,,
LH0,2017/1/24 4:00,43.9,47.4,60.4,,
LH0,2017/1/24 5:00,46.6,50,69.9,,
LH0,2017/1/24 6:00,44.2,47.5,88.9,,
LH0,2017/1/24 7:00,40.4,43.5,95.5,,
LH0,2017/1/24 8:00,32.9,35.6,90.3,,
LH0,2017/1/24 9:00,34.2,39.7,110.9,,
LH0,2017/1/24 10:00,31.9,41,102.2,,
LH0,2017/1/24 11:00,32.4,39.2,89.8,,
LH0,2017/1/24 12:00,35.9,45.5,88.6,,
LH0,2017/1/24 13:00,28.3,41.8,68,,
LH0,2017/1/24 14:00,18.8,25.8,57.2,,
LH0,2017/1/24 15:00,14.9,21.2,58.8,,
LH0,2017/1/24 16:00,14.1,21.1,92.6,,
LH0,2017/1/24 17:00,14.9,20.9,126.3,,
LH0,2017/1/24 18:00,20.5,28.6,142.6,,
LH0,2017/1/24 19:00,23.5,29.5,145.7,,
LH0,2017/1/24 20:00,27,31.3,124.1,,
LH0,2017/1/24 21:00,29.5,34,122.7,,
LH0,2017/1/24 22:00,28.4,32.5,115.4,,
LH0,2017/1/24 23:00,33.3,37,129.3,,
LH0,2017/1/25 0:00,40.1,44.7,138.5,,
LH0,2017/1/25 1:00,44.5,50.4,131,,
LH0,2017/1/25 2:00,49.4,56.8,101.6,,
LH0,2017/1/25 3:00,51.8,57.7,67.5,,
LH0,2017/1/25 4:00,43.1,46.5,69.7,,
LH0,2017/1/25 5:00,31.5,33.8,79.9,,
LH0,2017/1/25 6:00,23.2,24.9,79.1,,
LH0,2017/1/25 7:00,19.8,21.2,71,,
LH0,2017/1/25 8:00,15.1,16.4,66.2,,
LH0,2017/1/25 9:00,15.8,17.5,77,,
LH0,2017/1/25 10:00,18,20.1,73.3,,
LH0,2017/1/25 11:00,14.5,16,58.9,,
LH0,2017/1/25 12:00,13.9,15.8,51.5,,
LH0,2017/1/25 13:00,14.1,16.3,46.9,,
LH0,2017/1/25 14:00,16.2,18.4,41.8,,
LH0,2017/1/25 15:00,17.7,19.7,53.9,,
LH0,2017/1/25 16:00,24.5,28.1,59.2,,
LH0,2017/1/25 17:00,19.8,21.6,54.5,,
LH0,2017/1/25 18:00,18.6,20.5,51,,
LH0,2017/1/25 19:00,19.5,21.2,50.7,,
LH0,2017/1/25 20:00,17.8,19.2,40.6,,
LH0,2017/1/25 21:00,15.1,16.4,34.9,,
LH0,2017/1/25 22:00,14.6,15.7,29.5,,
LH0,2017/1/25 23:00,12.4,13.5,31.1,,
LH0,2017/1/26 0:00,21.8,23.4,36.3,,
LH0,2017/1/26 1:00,35.6,38.9,26.7,,
LH0,2017/1/26 2:00,40.4,45.1,24.2,,
LH0,2017/1/26 3:00,44.2,48.7,29.2,,
LH0,2017/1/26 4:00,38.6,42.3,21.5,,
LH0,2017/1/26 5:00,26.6,29.4,17.3,,
LH0,2017/1/26 6:00,24.9,27.3,19.3,,
LH0,2017/1/26 7:00,25.3,28.6,23.3,,
LH0,2017/1/26 8:00,27.6,31.1,28.9,,
LH0,2017/1/26 9:00,29.7,34,27.2,,
LH0,2017/1/26 10:00,32.8,37.2,32.3,,
LH0,2017/1/26 11:00,35.2,39.7,29.6,,
LH0,2017/1/26 12:00,36.8,42,32.3,,
LH0,2017/1/26 13:00,35.4,41.6,37.7,,
LH0,2017/1/26 14:00,36,42.6,37.9,,
LH0,2017/1/26 15:00,33.4,39.1,34,,
LH0,2017/1/26 16:00,36.2,41.8,36.8,,
LH0,2017/1/26 17:00,41,46.6,42.5,,
LH0,2017/1/26 18:00,46.5,53.3,60.6,,
LH0,2017/1/26 19:00,51.1,58.7,68.7,,
LH0,2017/1/26 20:00,60,68.9,72.5,,
LH0,2017/1/26 21:00,62.1,71.3,69.6,,
LH0,2017/1/26 22:00,61.3,69.5,61.9,,
LH0,2017/1/26 23:00,59.5,67.3,55.8,,
LH0,2017/1/27 0:00,57.8,65.4,55.7,,
LH0,2017/1/27 1:00,54.6,61.7,55.7,,
LH0,2017/1/27 2:00,50.2,57.5,53.1,,
LH0,2017/1/27 3:00,49.4,57.7,55.3,,
LH0,2017/1/27 4:00,49.4,57.5,57.3,,
LH0,2017/1/27 5:00,47.7,58.8,58.3,,
LH0,2017/1/27 6:00,46.6,57.3,70.4,,
LH0,2017/1/27 7:00,44.8,55,79.5,,
LH0,2017/1/27 8:00,41.9,52.5,84.5,,
LH0,2017/1/27 9:00,32.5,39.4,72,,
LH0,2017/1/27 10:00,29.6,36.1,53.5,,
LH0,2017/1/27 11:00,27.9,32.3,32.1,,
LH0,2017/1/27 12:00,30.9,36.7,34.8,,
LH0,2017/1/27 13:00,31.7,38.1,37.5,,
LH0,2017/1/27 14:00,32,39.1,51.1,,
LH0,2017/1/27 15:00,32.7,41.8,66.1,,
LH0,2017/1/27 16:00,30.2,36.6,50.9,,
LH0,2017/1/27 17:00,28.5,35.5,63.8,,
LH0,2017/1/27 18:00,25.3,30.6,59.4,,
LH0,2017/1/27 19:00,24.3,29.6,60.3,,
LH0,2017/1/27 20:00,24.9,29.5,65.2,,
LH0,2017/1/27 21:00,24.4,29.5,62.2,,
LH0,2017/1/27 22:00,23.4,29,60.7,,
LH0,2017/1/27 23:00,21.3,27.1,53.4,,
LH0,2017/1/28 0:00,19.3,23.9,41.2,,
LH0,2017/1/28 1:00,18.6,22.8,38.6,,
LH0,2017/1/28 2:00,16.1,19.6,36.2,,
LH0,2017/1/28 3:00,13.3,17.1,31,,
LH0,2017/1/28 4:00,11.4,14.2,22.6,,
LH0,2017/1/28 5:00,9.9,12.9,20.9,,
LH0,2017/1/28 6:00,10.4,14.4,25.5,,
LH0,2017/1/28 7:00,11.1,15.1,39.4,,
LH0,2017/1/28 8:00,10.8,15.1,42.3,,
LH0,2017/1/28 9:00,5,6.5,26.1,,
LH0,2017/1/28 10:00,1,2,28,,
LH0,2017/1/28 11:00,1.2,2.8,30.7,,
LH0,2017/1/28 12:00,1.7,3.8,31.3,,
LH0,2017/1/28 13:00,2.2,6.2,29.6,,
LH0,2017/1/28 14:00,2.4,7.1,33.8,,
LH0,2017/1/28 15:00,2.3,6.8,39.1,,
LH0,2017/1/28 16:00,2.3,5.7,31.2,,
LH0,2017/1/28 17:00,2.6,5.2,53.4,,
LH0,2017/1/28 18:00,3.5,6.1,65.5,,
LH0,2017/1/28 19:00,5.7,8.3,76.3,,
LH0,2017/1/28 20:00,9.9,13.5,74.1,,
LH0,2017/1/28 21:00,10.2,13.4,70,,
LH0,2017/1/28 22:00,7.9,11,60.9,,
LH0,2017/1/28 23:00,5.4,8.5,25.6,,
LH0,2017/1/29 0:00,4.3,6.8,13.5,,
LH0,2017/1/29 1:00,3.4,6.1,13.1,,
LH0,2017/1/29 2:00,2.8,5.1,19.9,,
LH0,2017/1/29 3:00,2.7,5,26.4,,
LH0,2017/1/29 4:00,2.3,4.1,41.3,,
LH0,2017/1/29 5:00,2.1,4.2,53.9,,
LH0,2017/1/29 6:00,2.9,6.1,68.7,,
LH0,2017/1/29 7:00,3.4,6.8,71.5,,
LH0,2017/1/29 8:00,3.3,6.4,60.7,,
LH0,2017/1/29 9:00,3.7,7.4,66.9,,
LH0,2017/1/29 10:00,3.3,5.6,53,,
LH0,2017/1/29 11:00,2.9,4.6,57.9,,
LH0,2017/1/29 12:00,4.5,7.9,47.3,,
LH0,2017/1/29 13:00,6.1,10.8,45.8,,
LH0,2017/1/29 14:00,6,9.7,51.8,,
LH0,2017/1/29 15:00,4.8,7.1,42.7,,
LH0,2017/1/29 16:00,5.2,7.6,45.8,,
LH0,2017/1/29 17:00,5,7,45.7,,
LH0,2017/1/29 18:00,3.3,4.5,27.5,,
LH0,2017/1/29 19:00,2.4,3.4,45.8,,
LH0,2017/1/29 20:00,1.4,2,43.1,,
LH0,2017/1/29 21:00,1.6,1.9,51.8,,
LH0,2017/1/29 22:00,1.8,2.5,55.7,,
LH0,2017/1/29 23:00,1.7,2.5,35.2,,
LH0,2017/1/30 0:00,1.5,2.5,32.8,,
LH0,2017/1/30 1:00,1.6,2.7,12.8,,
LH0,2017/1/30 2:00,2.3,3.2,12.4,,
LH0,2017/1/30 3:00,2,3.5,20.6,,
LH0,2017/1/30 4:00,3,4.6,16.7,,
LH0,2017/1/30 5:00,5.7,11.9,28.8,,
LH0,2017/1/30 6:00,7.4,12.7,47,,
LH0,2017/1/30 7:00,8.8,12,58.1,,
LH0,2017/1/30 8:00,9.7,11.9,52.4,,
LH0,2017/1/30 9:00,10.3,12.9,45.8,,
LH0,2017/1/30 10:00,9.2,11.5,42.7,,
LH0,2017/1/30 11:00,9.6,13.3,48.4,,
LH0,2017/1/30 12:00,11.2,15.6,52.4,,
LH0,2017/1/30 13:00,11.7,17.7,56.9,,
LH0,2017/1/30 14:00,13.4,18.4,62.9,,
LH0,2017/1/30 15:00,9.5,13.4,54.4,,
LH0,2017/1/30 16:00,11.1,15.6,61.8,,
LH0,2017/1/30 17:00,12,16.5,67.2,,
LH0,2017/1/30 18:00,14.4,17.7,60.2,,
LH0,2017/1/30 19:00,14.2,16.4,50.6,,
LH0,2017/1/30 20:00,12.6,14.3,43.2,,
LH0,2017/1/30 21:00,11.7,13.1,32.9,,
LH0,2017/1/30 22:00,11.8,13.1,31.9,,
LH0,2017/1/30 23:00,11,12.3,29.1,,
LH0,2017/1/31 0:00,10.6,11.7,25.9,,
LH0,2017/1/31 1:00,9.9,11.1,19.6,,
LH0,2017/1/31 2:00,6.4,7.1,14.1,,
LH0,2017/1/31 3:00,6.8,7.4,15.4,,
LH0,2017/1/31 4:00,7.8,8.7,18.9,,
LH0,2017/1/31 5:00,6.5,7.3,17.7,,
LH0,2017/1/31 6:00,7.9,8.7,24.6,,
LH0,2017/1/31 7:00,9.1,10.2,40.8,,
LH0,2017/1/31 8:00,10.7,12.3,46.6,,
LH0,2017/1/31 9:00,11.4,14.1,45,,
LH0,2017/1/31 10:00,12,15.3,42.7,,
LH0,2017/1/31 11:00,13.2,17.1,44.7,,
LH0,2017/1/31 12:00,,,,,
LH0,2017/1/31 13:00,,,,,
LH0,2017/1/31 14:00,,,,,
LH0,2017/1/31 15:00,12.7,16.8,,,
LH0,2017/1/31 16:00,12.6,16.3,45.3,,
LH0,2017/1/31 17:00,10.7,13.4,50.2,,
LH0,2017/1/31 18:00,7.1,8.5,44.3,,
LH0,2017/1/31 19:00,5.6,6.8,41.7,,
LH0,2017/1/31 20:00,5.7,6.7,43.6,,
LH0,2017/1/31 21:00,3.7,4.8,37.3,,
LH0,2017/1/31 22:00,3,4.2,34,,
LH0,2017/1/31 23:00,3.1,4.1,31.2,,
LH0,2017/2/1 0:00,4.1,5.3,28.9,,
LH0,2017/2/1 1:00,8.8,10.8,29.1,,
LH0,2017/2/1 2:00,12.8,15.8,20.3,,
LH0,2017/2/1 3:00,16.4,19.7,24.8,,
LH0,2017/2/1 4:00,16.1,18.8,20.2,,
LH0,2017/2/1 5:00,10.8,12.5,25.5,,
LH0,2017/2/1 6:00,11.6,14,31.2,,
LH0,2017/2/1 7:00,11.4,13.5,40.2,,
LH0,2017/2/1 8:00,8.4,9.9,42.4,,
LH0,2017/2/1 9:00,9.6,12.5,44.6,,
LH0,2017/2/1 10:00,10.8,12.6,39.2,,
LH0,2017/2/1 11:00,8.8,10.7,37,,
LH0,2017/2/1 12:00,6.5,8,36.2,,
LH0,2017/2/1 13:00,4.4,6.1,38.1,,
LH0,2017/2/1 14:00,3.1,4.3,49.6,,
LH0,2017/2/1 15:00,2.6,3.5,47.4,,
LH0,2017/2/1 16:00,2.2,3.2,51.3,,
LH0,2017/2/1 17:00,3.6,4.3,52.1,,
LH0,2017/2/1 18:00,6.8,8.2,48.3,,
LH0,2017/2/1 19:00,8.1,9.8,48.5,,
LH0,2017/2/1 20:00,6.3,7.6,45.9,,
LH0,2017/2/1 21:00,6.6,8,43.4,,
LH0,2017/2/1 22:00,7.5,9.6,37.5,,
LH0,2017/2/1 23:00,7.6,9.9,23.6,,
LH0,2017/2/2 0:00,6.7,9.2,20.1,,
LH0,2017/2/2 1:00,5.5,7.7,15.3,,
LH0,2017/2/2 2:00,5.9,8.3,15.5,,
LH0,2017/2/2 3:00,6.1,8,14.2,,
LH0,2017/2/2 4:00,4.2,5.1,13.8,,
LH0,2017/2/2 5:00,6.2,7.8,31.2,,
LH0,2017/2/2 6:00,7.5,9.7,33.4,,
LH0,2017/2/2 7:00,8.3,10.8,42.6,,
LH0,2017/2/2 8:00,11.6,14.9,35.7,,
LH0,2017/2/2 9:00,15.5,18.7,24.2,,
LH0,2017/2/2 10:00,14.8,17.7,19.7,,
LH0,2017/2/2 11:00,10.3,12.3,27.2,,
LH0,2017/2/2 12:00,7.6,9.1,25.2,,
LH0,2017/2/2 13:00,9.7,12.4,19.9,,
LH0,2017/2/2 14:00,8.9,11.6,25.5,,
LH0,2017/2/2 15:00,7.6,10.8,30.7,,
LH0,2017/2/2 16:00,7.5,11,44,,
LH0,2017/2/2 17:00,7.9,10.4,40.4,,
LH0,2017/2/2 18:00,8.7,11.7,37.9,,
LH0,2017/2/2 19:00,8.9,12.2,30.8,,
LH0,2017/2/2 20:00,8,11.8,33.3,,
LH0,2017/2/2 21:00,9.1,13.8,27.7,,
LH0,2017/2/2 22:00,9.7,16.6,25.5,,
LH0,2017/2/2 23:00,10.7,18.7,11.1,,
LH0,2017/2/3 0:00,11.1,19.2,4.8,,
LH0,2017/2/3 1:00,11.9,22.5,3.8,,
LH0,2017/2/3 2:00,11.8,21.6,3,,
LH0,2017/2/3 3:00,10.2,18.7,5.3,,
LH0,2017/2/3 4:00,4.5,6.9,5.8,,
LH0,2017/2/3 5:00,4.3,7.5,23.3,,
LH0,2017/2/3 6:00,9.3,18,46.5,,
LH0,2017/2/3 7:00,10.2,20.2,51.6,,
LH0,2017/2/3 8:00,9.6,19.3,49.1,,
LH0,2017/2/3 9:00,9.2,18.6,36.4,,
LH0,2017/2/3 10:00,8.7,16.2,32.6,,
LH0,2017/2/3 11:00,8.8,16.2,27.1,,
LH0,2017/2/3 12:00,9.2,17.4,23.6,,
LH0,2017/2/3 13:00,8.7,14.9,17,,
LH0,2017/2/3 14:00,8.9,16.3,17.1,,
LH0,2017/2/3 15:00,8.4,14.4,17.2,,
LH0,2017/2/3 16:00,6.9,10.9,19,,
LH0,2017/2/3 17:00,4.1,5.8,28.5,,
LH0,2017/2/3 18:00,2.5,3.4,17.1,,
LH0,2017/2/3 19:00,3,4.3,22.8,,
LH0,2017/2/3 20:00,1.9,3,22.6,,
LH0,2017/2/3 21:00,1.4,2.5,34.5,,
LH0,2017/2/3 22:00,2.1,3.7,44.7,,
LH0,2017/2/3 23:00,2.8,5.5,20.2,,
LH0,2017/2/4 0:00,3.2,5.8,16.3,,
LH0,2017/2/4 1:00,3.3,7.1,16.4,,
LH0,2017/2/4 2:00,4,8.3,30.9,,
LH0,2017/2/4 3:00,4.3,9,55.5,,
LH0,2017/2/4 4:00,4.7,8.9,52,,
LH0,2017/2/4 5:00,5.4,10.6,54.8,,
LH0,2017/2/4 6:00,6.3,11.6,53.6,,
LH0,2017/2/4 7:00,5.8,10.6,61.2,,
LH0,2017/2/4 8:00,7.2,16,76.3,,
LH0,2017/2/4 9:00,8.4,16.8,79.2,,
LH0,2017/2/4 10:00,7.8,13.4,77.2,,
LH0,2017/2/4 11:00,6.6,10.5,67.7,,
LH0,2017/2/4 12:00,4.1,6.5,38,,
LH0,2017/2/4 13:00,3.9,7.6,30.3,,
LH0,2017/2/4 14:00,3.4,8.1,27.9,,
LH0,2017/2/4 15:00,3.3,7.7,27.6,,
LH0,2017/2/4 16:00,3.4,8.6,55.8,,
LH0,2017/2/4 17:00,6.6,13,79.1,,
LH0,2017/2/4 18:00,10.5,15.3,85.2,,
LH0,2017/2/4 19:00,8.5,12.5,70,,
LH0,2017/2/4 20:00,8.1,12.6,66.3,,
LH0,2017/2/4 21:00,10,15,64.6,,
LH0,2017/2/4 22:00,6.7,9.6,49.6,,
LH0,2017/2/4 23:00,1.5,2.2,25.5,,
LH0,2017/2/5 0:00,1.3,2.7,14.5,,
LH0,2017/2/5 1:00,3,4.8,22.7,,
LH0,2017/2/5 2:00,4.1,5.6,24.9,,
LH0,2017/2/5 3:00,3.8,5.9,33,,
LH0,2017/2/5 4:00,4.8,7.2,42,,
LH0,2017/2/5 5:00,6.1,9.3,57.4,,
LH0,2017/2/5 6:00,8.6,14,62.5,,
LH0,2017/2/5 7:00,8.3,12.7,59,,
LH0,2017/2/5 8:00,9.1,12.8,48.9,,
LH0,2017/2/5 9:00,10.7,13.5,38.3,,
LH0,2017/2/5 10:00,10.9,13.6,31.1,,
LH0,2017/2/5 11:00,11.4,13.3,27.2,,
LH0,2017/2/5 12:00,12.2,14.2,27.6,,
LH0,2017/2/5 13:00,10.3,12.4,23.5,,
LH0,2017/2/5 14:00,9.2,11,23.5,,
LH0,2017/2/5 15:00,11.1,13.2,25.4,,
LH0,2017/2/5 16:00,12.5,14.7,36.6,,
LH0,2017/2/5 17:00,13.1,15.2,47.6,,
LH0,2017/2/5 18:00,14,16.4,48,,
LH0,2017/2/5 19:00,13.5,15.7,38.8,,
LH0,2017/2/5 20:00,18.1,21.2,59.4,,
LH0,2017/2/5 21:00,19.9,23,57.8,,
LH0,2017/2/5 22:00,18.4,21,41.3,,
LH0,2017/2/5 23:00,15.7,18.5,36.7,,
LH0,2017/2/6 0:00,18.1,21.1,42.9,,
LH0,2017/2/6 1:00,22.3,25,38.3,,
LH0,2017/2/6 2:00,23.2,26.2,36.8,,
LH0,2017/2/6 3:00,23.1,25.5,35.7,,
LH0,2017/2/6 4:00,22.6,25.6,40.3,,
LH0,2017/2/6 5:00,21.1,23.9,45.9,,
LH0,2017/2/6 6:00,20.5,23.5,54.2,,
LH0,2017/2/6 7:00,23.5,41.2,88.4,,
LH0,2017/2/6 8:00,24.3,42.5,105.3,,
LH0,2017/2/6 9:00,24.9,33.9,105.3,,
LH0,2017/2/6 10:00,28.5,37.2,134,,
LH0,2017/2/6 11:00,23.6,29.3,54.7,,
LH0,2017/2/6 12:00,20.3,26.2,56.4,,
LH0,2017/2/6 13:00,18.4,23.6,54.7,,
LH0,2017/2/6 14:00,12,15.7,45.4,,
LH0,2017/2/6 15:00,10.8,14,46.6,,
LH0,2017/2/6 16:00,12.4,15.3,52.4,,
LH0,2017/2/6 17:00,12.3,14.9,53,,
LH0,2017/2/6 18:00,8.9,11,40.1,,
LH0,2017/2/6 19:00,4.5,5.9,31.1,,
LH0,2017/2/6 20:00,3.8,4.8,20.1,,
LH0,2017/2/6 21:00,4.4,5.5,20.9,,
LH0,2017/2/6 22:00,4.7,5.6,18.2,,
LH0,2017/2/6 23:00,5.4,6.2,21,,
LH0,2017/2/7 0:00,5.3,6.3,18.5,,
LH0,2017/2/7 1:00,5.2,6,13.6,,
LH0,2017/2/7 2:00,4.3,4.9,11.6,,
LH0,2017/2/7 3:00,3.6,4.3,13.7,,
LH0,2017/2/7 4:00,4.6,5.4,18.3,,
LH0,2017/2/7 5:00,5.8,6.6,26.4,,
LH0,2017/2/7 6:00,6.2,7.3,49.9,,
LH0,2017/2/7 7:00,5.8,7.1,61.5,,
LH0,2017/2/7 8:00,9.3,14.2,61.2,,
LH0,2017/2/7 9:00,11.8,17.7,43.7,,
LH0,2017/2/7 10:00,9.4,15.3,38,,
LH0,2017/2/7 11:00,6.9,12.1,28.4,,
LH0,2017/2/7 12:00,5.6,12.7,31.1,,
LH0,2017/2/7 13:00,5.6,14.2,33.6,,
LH0,2017/2/7 14:00,6.7,17.1,35.8,,
LH0,2017/2/7 15:00,6.8,18.4,33.6,,
LH0,2017/2/7 16:00,7.7,21.7,69,,
LH0,2017/2/7 17:00,10.8,26.7,96.5,,
LH0,2017/2/7 18:00,12.2,30.1,109.5,,
LH0,2017/2/7 19:00,15.3,31.3,115.3,,
LH0,2017/2/7 20:00,21.7,39,124.5,,
LH0,2017/2/7 21:00,23,34.9,114.7,,
LH0,2017/2/7 22:00,19.6,28.9,89.5,,
LH0,2017/2/7 23:00,15.3,22.4,63.4,,
LH0,2017/2/8 0:00,13.5,19.4,60.1,,
LH0,2017/2/8 1:00,12.9,17.2,47.8,,
LH0,2017/2/8 2:00,13.2,17.4,44.4,,
LH0,2017/2/8 3:00,14.1,18,45.1,,
LH0,2017/2/8 4:00,13.8,17.6,44.9,,
LH0,2017/2/8 5:00,15.5,19.4,46.9,,
LH0,2017/2/8 6:00,17.5,22,48.3,,
LH0,2017/2/8 7:00,20.2,25.1,57.7,,
LH0,2017/2/8 8:00,11.3,13.6,45,,
LH0,2017/2/8 9:00,10.8,14.4,41,,
LH0,2017/2/8 10:00,11.4,15.1,33.3,,
LH0,2017/2/8 11:00,9.5,12.7,32.7,,
LH0,2017/2/8 12:00,18.2,23.3,29.6,,
LH0,2017/2/8 13:00,32.9,40.4,31.6,,
LH0,2017/2/8 14:00,27.2,35.3,31.5,,
LH0,2017/2/8 15:00,25,33,31.6,,
LH0,2017/2/8 16:00,22.6,32.2,36.4,,
LH0,2017/2/8 17:00,22.2,31.7,39.1,,
LH0,2017/2/8 18:00,21.2,28.4,41,,
LH0,2017/2/8 19:00,21,28.2,44,,
LH0,2017/2/8 20:00,19.7,25.7,35.2,,
LH0,2017/2/8 21:00,20.5,25.8,29.1,,
LH0,2017/2/8 22:00,22.6,28.2,27.3,,
LH0,2017/2/8 23:00,23.5,28.5,19.7,,
LH0,2017/2/9 0:00,23.9,29.3,19.4,,
LH0,2017/2/9 1:00,22.4,27.5,14.4,,
LH0,2017/2/9 2:00,21.3,26.5,12.4,,
LH0,2017/2/9 3:00,19.6,23.8,12.3,,
LH0,2017/2/9 4:00,17.7,22.2,13.6,,
LH0,2017/2/9 5:00,15.9,20.6,18.8,,
LH0,2017/2/9 6:00,14.8,20.3,33.4,,
LH0,2017/2/9 7:00,14.3,21.2,42.5,,
LH0,2017/2/9 8:00,16.5,26.2,48.2,,
LH0,2017/2/9 9:00,17.7,26.6,49.5,,
LH0,2017/2/9 10:00,18.7,27.5,42.1,,
LH0,2017/2/9 11:00,20.6,31.8,43.6,,
LH0,2017/2/9 12:00,21.6,31.1,41.6,,
LH0,2017/2/9 13:00,23.6,33.6,39.2,,
LH0,2017/2/9 14:00,25,34.3,38.5,,
LH0,2017/2/9 15:00,41.7,54.5,48.2,,
LH0,2017/2/9 16:00,41.6,49,42.1,,
LH0,2017/2/9 17:00,28.7,34.1,39.5,,
LH0,2017/2/9 18:00,27.7,31.3,44.2,,
LH0,2017/2/9 19:00,29.7,32.7,41.7,,
LH0,2017/2/9 20:00,35.4,39.2,42,,
LH0,2017/2/9 21:00,44.6,49.4,33.6,,
LH0,2017/2/9 22:00,46.9,52.8,25.5,,
LH0,2017/2/9 23:00,39,43,23.6,,
LH0,2017/2/10 0:00,34.3,37.5,19.5,,
LH0,2017/2/10 1:00,31.4,34.4,17,,
LH0,2017/2/10 2:00,28.2,30.8,14.2,,
LH0,2017/2/10 3:00,29,31.4,13.6,,
LH0,2017/2/10 4:00,33.3,36.4,15.3,,
LH0,2017/2/10 5:00,41.8,45.4,18.8,,
LH0,2017/2/10 6:00,44,47.9,24.6,,
LH0,2017/2/10 7:00,34.8,38,32.2,,
LH0,2017/2/10 8:00,34.6,37.9,32.3,,
LH0,2017/2/10 9:00,43.3,47.9,31.6,,
LH0,2017/2/10 10:00,48.2,53.2,,,
LH0,2017/2/10 11:00,50.7,56.4,,,
LH0,2017/2/10 12:00,43.6,48.7,22.3,,
LH0,2017/2/10 13:00,47.4,52.9,25.9,,
LH0,2017/2/10 14:00,49.6,57.7,33.4,,
LH0,2017/2/10 15:00,38.6,43.8,30.4,,
LH0,2017/2/10 16:00,30,35.2,22.2,,
LH0,2017/2/10 17:00,29.3,35.9,37.5,,
LH0,2017/2/10 18:00,26.5,32.1,57.4,,
LH0,2017/2/10 19:00,24,28.1,58.5,,
